Name,Year,Rating,User_Type,vote10,vote9,vote8,vote7,vote6,vote5,vote4,vote3,vote2,vote1
Creep,2004,5.6,IMDb Users,1307,753,2359,5255,7169,5358,3001,1765,1111,1265
Dark Water,2005,5.6,IMDb Users,2754,2425,5750,9756,15196,13115,6077,2949,1612,1884
The Meg,2018,5.6,IMDb Users,7391,3875,11882,29617,44049,31698,15984,8493,4718,4804
Cube²: Hypercube,2002,5.6,IMDb Users,2430,1809,5058,10899,16843,13299,7152,4043,2353,2077
Cabin Fever,2002,5.6,IMDb Users,4344,2579,6880,13332,16666,12639,7199,4562,3347,4983
Saw: The Final Chapter,2010,5.6,IMDb Users,8612,3580,7926,14565,20826,16872,9008,5492,3874,5124
Final Destination 5,2011,5.8,IMDb Users,7986,3743,9832,20641,29523,20766,9302,4640,2620,3197
Halloween Kills,2021,5.6,IMDb Users,5770,2386,5824,9488,11431,9033,5683,3760,2464,3851
Alien vs. Predator,2004,5.6,IMDb Users,9653,5195,15376,34275,47534,35656,19128,11119,6550,7653
The Reaping,2007,5.6,IMDb Users,2208,1226,3542,7318,10867,8487,4245,2310,1307,1394
The Ward,2010,5.6,IMDb Users,2041,1030,3015,6918,10799,8474,4600,2330,1238,1404
Diary of the Dead,2007,5.6,IMDb Users,3005,1680,4162,8104,10385,7858,4694,2897,1919,2356
Don't Be Afraid of the Dark,2010,5.6,IMDb Users,2177,1301,3662,7806,11653,9711,5304,2833,1798,1873
House at the End of the Street,2012,5.6,IMDb Users,4123,1958,5556,12592,19769,15814,7773,3969,2145,2030
Buffy the Vampire Slayer,1992,5.7,IMDb Users,2857,1292,3447,7109,10228,8591,4699,2591,1373,1348
Lake Placid,1999,5.7,IMDb Users,2934,1854,5050,10627,14363,11280,6243,3378,1768,1548
I Know What You Did Last Summer,1997,5.7,IMDb Users,7247,3704,10204,24782,38730,29901,13556,6209,3440,3470
Freddy vs. Jason,2003,5.7,IMDb Users,10320,4636,11337,19994,25370,19324,10902,6368,3834,4039
Open Water,2003,5.7,IMDb Users,1963,1721,5113,10411,12237,8019,4256,2746,2052,4361
Club Dread,2004,5.7,IMDb Users,2390,1103,2817,5004,6260,4963,2849,1686,1014,1268
Hatchet,2006,5.7,IMDb Users,2365,1198,3054,5198,6358,4851,2746,1799,1288,1611
Priest,2011,5.7,IMDb Users,6802,4011,10395,21727,30472,22078,11129,5743,3018,2997
Pet Sematary,2019,5.7,IMDb Users,2875,1862,6576,16246,24881,18439,8961,4353,2315,2744
I Spit on Your Grave 2,2013,5.7,IMDb Users,2258,970,2351,4795,7209,5304,2528,1357,883,1238
Splice,2009,5.7,IMDb Users,2986,2609,8368,19090,24558,16977,9174,4929,3038,4295
Cooties,2014,5.7,IMDb Users,1036,591,2011,4534,6806,4934,2486,1201,671,962
The Rental,2020,5.7,IMDb Users,612,460,1791,4793,7260,5149,2397,1258,766,967
The Bay,2012,5.7,IMDb Users,1079,776,2476,5000,6552,4801,2550,1537,962,1206
Would You Rather,2012,5.7,IMDb Users,1845,1211,3419,7560,10442,7298,3736,2088,1298,1296
Paranormal Activity 2,2010,5.7,IMDb Users,5263,3629,9170,18014,24614,18139,9114,5067,3463,5555
Regression,2015,5.7,IMDb Users,1178,772,2572,7159,11503,8310,3828,1794,817,939
Honeymoon,2014,5.7,IMDb Users,818,593,2075,4769,6280,4680,2546,1388,892,1183
47 Meters Down,2017,5.7,IMDb Users,2066,1241,3846,9206,14573,10668,5133,2612,1511,1787
Velvet Buzzsaw,2019,5.7,IMDb Users,1354,1178,4284,10870,15999,11813,6252,3248,1696,1689
Insidious: The Last Key,2018,5.7,IMDb Users,3023,1532,4190,9873,15890,11903,5452,2670,1353,1506
Child's Play,2019,5.7,IMDb Users,2236,1274,4260,9865,12640,8720,4436,2510,1537,2036
The Last Exorcism,2010,5.7,IMDb Users,2052,1494,4301,8892,11717,8962,4787,2785,1815,2552
Thinner,1996,5.8,IMDb Users,1463,701,2287,5436,8182,6039,2843,1397,792,689
Halloween 4: The Return of Michael Myers,1988,5.8,IMDb Users,4292,1652,4681,8666,12836,9174,4369,2056,901,1019
Jaws 2,1978,5.8,IMDb Users,2872,1722,5540,13468,22544,16509,7132,3294,1537,1291
Species,1995,5.8,IMDb Users,2355,1481,5377,15259,24079,16259,7195,3357,1611,1483
End of Days,1999,5.8,IMDb Users,4509,2765,8786,20262,29541,21569,10366,5266,2784,2793
Cannibal Holocaust,1980,5.8,IMDb Users,5209,3246,6866,9491,9486,6415,3701,2493,1996,4816
Halloween H20: 20 Years Later,1998,5.8,IMDb Users,5146,2465,6471,12706,17398,13926,6769,3239,1834,1950
Hollow Man,2000,5.8,IMDb Users,3603,2425,9089,25114,38058,26180,12196,6025,3001,2587
The Relic,1997,5.8,IMDb Users,1361,716,2349,4961,6795,5039,2611,1382,751,708
Final Destination 3,2006,5.8,IMDb Users,8812,4178,11002,24247,38513,27012,11851,5671,2765,3027
The Boy,2016,6.0,IMDb Users,3612,2715,8720,19833,25021,14109,6397,3244,1548,1644
Gothika,2003,5.8,IMDb Users,4318,3448,10328,22105,29945,20713,10076,5108,2620,2295
Blade: Trinity,2004,5.8,IMDb Users,9315,5342,14571,33147,48060,31829,14577,7568,3803,3928
Black Sheep,2006,5.8,IMDb Users,2174,1482,4062,8112,9523,6256,3439,2066,1307,1794
Cry Wolf,2005,5.8,IMDb Users,2384,1122,2662,4989,6244,4390,2267,1219,753,918
V/H/S/2,2013,6.0,IMDb Users,2324,1780,4847,8253,8942,5284,2823,1677,1101,1499
Army of the Dead,2021,5.8,IMDb Users,9952,5080,14092,29027,35863,25098,13707,8844,5848,8995
The Texas Chainsaw Massacre: The Beginning,2006,5.8,IMDb Users,5289,2697,6691,12798,17796,11889,5498,3159,2000,2575
The Wolfman,2010,5.8,IMDb Users,4590,2961,8849,20647,29080,20092,9681,4670,2406,2387
The Descent: Part 2,2009,5.8,IMDb Users,2339,1281,3698,8552,12732,8716,4209,2173,1269,1253
Old,2021,5.8,IMDb Users,3059,2102,6875,14893,17788,11809,6279,4022,2761,3660
The Purge,2013,5.8,IMDb Users,8629,5831,17652,41462,58124,40002,19791,10691,6015,7105
Morgan,2016,5.8,IMDb Users,1199,892,3236,8632,12630,8308,3558,1647,765,943
Paranormal Activity 3,2011,5.8,IMDb Users,5861,3768,9687,17356,21640,14985,7685,4418,2808,5024
High Life,2018,5.8,IMDb Users,1163,1499,3907,6335,6778,5034,2890,1905,1434,1881
Underworld: Blood Wars,2016,5.8,IMDb Users,5715,2493,6222,13695,19531,13435,6095,3196,1684,1638
V/H/S,2012,5.8,IMDb Users,3219,2441,6790,11945,13561,9124,5052,3079,2121,2999
"Salò, or the 120 Days of Sodom",1975,5.9,IMDb Users,6607,4273,7672,9486,8780,6191,3766,2797,2318,5875
King Kong,1976,5.9,IMDb Users,1675,920,2747,6309,8744,5680,2747,1414,718,799
Jigsaw,2017,5.8,IMDb Users,4616,2335,6325,14118,20030,13610,6901,3766,1946,2010
Escape Room: Tournament of Champions,2021,5.8,IMDb Users,1569,925,2416,5669,8487,5656,2475,1172,652,805
Eli,2019,5.8,IMDb Users,1219,912,2815,6353,8819,6065,3026,1699,976,1199
Vivarium,2019,5.8,IMDb Users,1652,1579,4904,10430,11980,7818,4046,2309,1680,3383
Dracula: Dead and Loving It,1995,5.9,IMDb Users,3851,1797,4042,7094,8903,6923,3775,2159,1176,1056
Child's Play 2,1990,5.9,IMDb Users,4140,1813,4485,8522,12345,9553,4292,2049,1093,1061
Underwater,2020,5.8,IMDb Users,2839,1860,6411,15708,20944,13837,6080,3078,1754,1932
The Possession,2012,5.9,IMDb Users,3669,2090,5590,11612,16129,10563,4783,2206,1201,1354
The Grudge,2004,5.9,IMDb Users,8661,5697,14098,27079,35159,24281,12122,6467,3860,5114
P2,2007,5.9,IMDb Users,1941,1087,3048,6691,9064,5786,2639,1445,764,918
The X Files: I Want to Believe,2008,5.9,IMDb Users,6683,2892,7977,17811,24165,15676,7244,3509,1991,2543
The Brothers Grimm,2005,5.9,IMDb Users,5254,3519,10729,25091,33739,21733,9471,4609,2435,2681
Hostel,2005,5.9,IMDb Users,9906,7180,19017,35414,40016,25874,13311,8372,5799,10863
Saw IV,2007,5.9,IMDb Users,12657,5979,13817,26613,37061,24172,11666,6196,3335,5317
The Haunting in Connecticut,2009,5.9,IMDb Users,4000,2496,6265,11901,15592,10606,4907,2560,1389,1524
Abraham Lincoln: Vampire Hunter,2012,5.9,IMDb Users,9696,6280,16901,32437,36820,23512,12128,6568,4102,4885
Carrie,2013,5.9,IMDb Users,8711,5045,12502,26639,36233,23938,11589,5730,3148,3998
The Ruins,2008,5.9,IMDb Users,3702,2448,7262,15230,18750,12421,6324,3425,1963,2216
The Tall Man,2012,5.9,IMDb Users,2268,1644,4432,8336,10022,6490,3138,1697,1025,1279
The Mortal Instruments: City of Bones,2013,5.9,IMDb Users,19274,7706,13749,21743,25362,18257,10169,6056,3615,4994
The Prodigy,2019,5.9,IMDb Users,1031,698,2232,5289,7295,4782,2020,917,524,693
Wolf Creek,2005,6.2,IMDb Users,4134,3600,9653,17441,16490,8978,4229,2322,1520,2462
Candyman,2021,5.9,IMDb Users,2426,1741,5111,9284,9815,6230,3230,1951,1440,3575
Quarantine,2008,5.9,IMDb Users,4238,3067,8197,15373,17331,10267,5176,3011,2065,3687
Friday the 13th: The Final Chapter,1984,6.0,IMDb Users,4625,2287,5528,8925,12030,8216,4064,1930,1038,1218
Annabelle Comes Home,2019,5.9,IMDb Users,3735,2084,6382,14028,18812,12139,5487,2938,1607,2064
Mimic,1997,6.0,IMDb Users,1831,1165,4147,10485,14645,9083,3862,1777,923,917
The Void,2016,5.9,IMDb Users,1461,1333,3983,7111,7901,5471,2983,1758,1034,1196
The Last House on the Left,1972,6.0,IMDb Users,2493,1674,4144,7082,7859,4959,3014,1963,1279,1745
Hide and Seek,2005,6.0,IMDb Users,4436,3191,8587,17503,22297,14853,6691,3225,1679,1658
Cam,2018,5.9,IMDb Users,752,752,2699,6676,8236,5163,2588,1333,833,1001
Friday the 13th Part VI: Jason Lives,1986,6.0,IMDb Users,4346,1981,4756,7669,9958,6810,3538,1769,975,1154
The Amityville Horror,2005,6.0,IMDb Users,6204,3944,12094,23649,29738,17849,7987,3943,2130,2379
The Midnight Meat Train,2008,6.0,IMDb Users,3566,2697,7666,14259,14896,8804,4678,2626,1766,2261
The Fourth Kind,2009,5.9,IMDb Users,5877,3977,9285,14955,15774,10999,6354,3799,2397,3063
Unfriended: Dark Web,2018,6.0,IMDb Users,1633,1296,3678,6890,7487,4381,2095,1238,827,1332
Captive State,2019,6.0,IMDb Users,9953,9897,5069,7884,8611,5409,2611,1432,941,1294
Cujo,1983,6.1,IMDb Users,2261,1245,4419,9283,12450,7361,3369,1786,832,796
Friday the 13th Part 2,1981,6.1,IMDb Users,5054,2843,6908,13238,17804,10240,4432,2154,1194,1218
Critters,1986,6.1,IMDb Users,1985,992,3448,7244,9952,5739,2682,1316,606,602
Wrong Turn,2003,6.1,IMDb Users,8794,4832,12813,25325,30443,16676,7862,4345,2369,2611
Firestarter,1984,6.1,IMDb Users,1721,921,2966,6674,9593,5586,2143,890,407,419
Halloween,2007,6.1,IMDb Users,11069,6592,15489,23491,23304,13384,7584,4834,3578,7281
Solomon Kane,2009,6.1,IMDb Users,3821,2620,7729,16628,19498,11681,5191,2370,1276,1415
Bug,2006,6.1,IMDb Users,2317,2146,4936,6754,6412,3999,2366,1610,1353,2663
Vampires,1998,6.1,IMDb Users,3205,2199,6611,13244,14552,8328,3963,2124,1205,1373
Deep Rising,1998,6.1,IMDb Users,2555,1554,4198,7789,8557,5229,2785,1498,845,951
House of 1000 Corpses,2003,6.1,IMDb Users,8981,5489,10953,15718,15241,9258,5421,3725,2904,5298
Mirrors,2008,6.1,IMDb Users,5841,4351,12624,25780,27447,14880,6985,3467,1971,2082
Splinter,2008,6.1,IMDb Users,1629,1288,4121,8731,9888,5187,2475,1278,711,779
6 Souls,2010,6.1,IMDb Users,1920,1447,3825,7677,9097,4997,2412,1133,644,881
The Belko Experiment,2016,6.1,IMDb Users,1839,1556,5092,12301,14211,7418,3170,1420,741,929
Hansel & Gretel: Witch Hunters,2013,6.1,IMDb Users,14624,8722,23381,46482,51120,28465,13532,7084,4092,4173
Hobo with a Shotgun,2011,6.1,IMDb Users,3868,2614,6374,9727,8798,5212,3041,2051,1590,2165
Grave Encounters,2011,6.1,IMDb Users,4272,3063,7432,12381,12478,7320,3833,2156,1314,1733
Maniac,2012,6.1,IMDb Users,1798,1770,5043,8157,8267,4995,2752,1572,1073,1298
The Lodge,2019,6.1,IMDb Users,1277,1493,4986,9701,10311,5885,2972,1605,1039,1710
The Collection,2012,6.1,IMDb Users,3999,2281,5656,10538,11901,6550,3253,1781,1027,1234
Don't Breathe 2,2021,6.1,IMDb Users,2554,1306,3677,8678,10938,5557,2322,1091,530,757
Insidious: Chapter 3,2015,6.1,IMDb Users,6457,3805,10506,23053,27921,15658,6521,3147,1566,1932
House,1985,6.2,IMDb Users,1890,991,3061,5936,6755,3628,1650,847,461,483
The Toxic Avenger,1984,6.2,IMDb Users,2889,1455,3727,5445,5631,3523,2028,1358,786,975
Blood Red Sky,2021,6.1,IMDb Users,1888,1469,4654,10077,10710,6024,2913,1487,898,1326
The Amityville Horror,1979,6.2,IMDb Users,2467,1612,4492,8922,9975,5437,2585,1300,657,719
Brightburn,2019,6.1,IMDb Users,3627,3131,10437,22673,24049,13380,6423,3092,1814,2397
Scream 2,1997,6.2,IMDb Users,11470,7599,18921,37715,47737,24441,10165,4538,2643,3175
Alien: Resurrection,1997,6.2,IMDb Users,11480,9656,28392,60256,63695,32499,16125,8019,4475,5078
Idle Hands,1999,6.2,IMDb Users,3896,2057,5480,9457,9651,5453,2626,1572,956,1145
Wolf,1994,6.2,IMDb Users,2522,1874,6425,13772,15976,8222,3460,1452,647,691
Jeepers Creepers,2001,6.2,IMDb Users,8656,5583,14773,26992,28733,16569,8149,4774,2808,4017
Stigmata,1999,6.2,IMDb Users,3848,3574,9085,15920,16206,9188,4328,2237,1313,1414
Killer Klowns from Outer Space,1988,6.2,IMDb Users,4154,1809,4556,7376,7364,4498,2379,1478,1116,1335
Resident Evil: Apocalypse,2004,6.2,IMDb Users,15760,8524,22326,44170,49592,25630,12117,6686,3962,4756
Crawl,2019,6.1,IMDb Users,3166,2523,8823,20444,21858,11269,5139,2678,1576,1779
The Thing,2011,6.2,IMDb Users,6444,5409,16242,33314,33019,17238,7730,3857,2224,2831
The Texas Chainsaw Massacre,2003,6.2,IMDb Users,9937,6552,17020,32039,33414,17926,8682,4478,2820,3811
Mama,2013,6.2,IMDb Users,10285,7843,21570,43347,45432,24604,11179,5426,2878,3381
Dark Shadows,2012,6.2,IMDb Users,16470,10382,29536,63018,68018,37152,16850,7858,3970,4448
Red State,2011,6.2,IMDb Users,4169,3580,9232,14623,13483,7975,4321,2413,1588,2353
The Neon Demon,2016,6.2,IMDb Users,4954,6022,14222,19435,16805,11139,6651,4249,2978,4394
Krampus,2015,6.2,IMDb Users,3800,2833,8432,16518,17185,9651,4715,2394,1414,1747
Frontier(s),2007,6.2,IMDb Users,1842,1514,3698,6201,5800,3115,1631,965,613,906
Final Destination 2,2003,6.2,IMDb Users,9236,6113,17525,39372,46998,22849,9423,4306,2251,2444
Devil,2010,6.2,IMDb Users,6637,5906,18017,37948,36279,18640,8533,4155,2378,2665
Open Grave,2013,6.2,IMDb Users,1556,1185,3862,7787,7421,3962,1735,894,475,547
Scream 4,2011,6.2,IMDb Users,12917,6804,16448,29141,31618,18472,9117,4645,2793,4045
Deliver Us from Evil,2014,6.2,IMDb Users,4189,3244,9447,19219,19287,10102,4722,2261,1167,1303
Scary Stories to Tell in the Dark,2019,6.2,IMDb Users,2603,2257,7689,18464,20778,10449,4204,2018,964,1171
Before I Wake,2016,6.2,IMDb Users,2212,1752,5245,11062,12757,6287,2550,1169,533,720
"As Above, So Below",2014,6.2,IMDb Users,5619,4539,12463,21504,20175,10993,5599,2914,1616,1742
Ouija: Origin of Evil,2016,6.2,IMDb Users,2352,1892,6549,15076,16878,8966,3825,1875,1034,1282
Color Out of Space,2019,6.2,IMDb Users,1693,1946,5973,10563,9461,5443,3011,1769,1167,1724
Colossal,2016,6.2,IMDb Users,1911,2365,8072,16551,15818,8702,3977,2259,1279,1874
1922,2017,6.2,IMDb Users,1703,1553,6781,17078,17396,8362,3293,1508,759,852
Sleepaway Camp,1983,6.3,IMDb Users,3065,1555,3998,6750,6700,3775,1862,1172,827,960
The Hills Have Eyes,1977,6.3,IMDb Users,1928,1438,4343,8715,8593,4132,1962,986,541,726
Verónica,2017,6.2,IMDb Users,1629,1261,4555,10282,10762,5552,2528,1242,640,878
Fear Street: Part One - 1994,2021,6.2,IMDb Users,4871,2859,8450,17784,18034,8236,3832,2091,1357,2294
The Perfection,2018,6.2,IMDb Users,1731,1781,5286,10138,9738,5032,2626,1529,992,1501
Dracula Untold,2014,6.3,IMDb Users,15628,9605,24306,45719,43091,21941,9843,4816,2776,10713
Predator 2,1990,6.3,IMDb Users,9583,6468,18993,38636,42103,21983,9337,4149,2260,1905
Feast,2005,6.3,IMDb Users,2524,1864,4636,7375,6366,3591,1850,1075,739,1085
Synchronic,2019,6.2,IMDb Users,966,876,2899,6828,7324,3601,1565,742,381,636
The Uninvited,2009,6.3,IMDb Users,5915,4290,10990,20507,19098,9604,4170,1910,1058,1377
Happy Death Day 2U,2019,6.2,IMDb Users,3440,2492,7687,17589,19327,9607,4088,1859,1088,1187
It Comes at Night,2017,6.2,IMDb Users,2320,4023,13008,20938,19504,11873,6426,3736,2690,5376
#Alive,2020,6.3,IMDb Users,1622,1061,3887,9699,9931,4313,1645,828,419,620
Damien: Omen II,1978,6.3,IMDb Users,1704,1171,3609,8037,9108,4429,1724,724,365,392
Goosebumps,2015,6.3,IMDb Users,5238,3160,10353,23741,24604,11069,4067,1707,810,1080
Paranormal Activity,2007,6.3,IMDb Users,16470,16010,35075,53913,43529,24246,13549,8955,6842,12366
Dead Snow,2009,6.3,IMDb Users,3885,3444,9622,17179,15129,7938,3869,2131,1337,1570
I Spit on Your Grave,2010,6.3,IMDb Users,6365,4112,10831,20194,18962,9512,4596,2546,1666,2480
The Visit,2015,6.3,IMDb Users,5763,5751,17727,33361,28790,14391,7273,4309,2982,3916
Malignant,2021,6.3,IMDb Users,5267,3612,9760,15174,12329,7248,4350,2885,2035,2993
Scouts Guide to the Zombie Apocalypse,2015,6.3,IMDb Users,2935,2065,6419,13691,12712,5952,2606,1304,613,801
Dark Skies,2013,6.3,IMDb Users,4581,3597,9814,19663,18996,9416,4000,1829,966,1124
The Conjuring: The Devil Made Me Do It,2021,6.3,IMDb Users,8619,4112,11662,24833,25152,12178,4896,2287,1145,1599
Friday the 13th,1980,6.4,IMDb Users,10764,6840,17988,34601,31670,15582,7090,3852,2002,2106
Silver Bullet,1985,6.4,IMDb Users,2224,1237,3400,6702,6731,3487,1379,557,313,282
Arachnophobia,1990,6.4,IMDb Users,2845,2618,9323,19702,18540,8433,3327,1484,742,796
The People Under the Stairs,1991,6.4,IMDb Users,2641,1874,4908,8399,7774,4035,1884,1032,582,692
The Blob,1958,6.4,IMDb Users,1634,1041,3159,6663,7020,3300,1363,581,311,297
Gremlins 2: The New Batch,1990,6.4,IMDb Users,5959,4627,12700,25094,26950,13325,5770,2621,1336,1229
Mary Shelley's Frankenstein,1994,6.4,IMDb Users,2819,2589,7539,14345,13557,6764,3098,1372,841,947
Screamers,1995,6.4,IMDb Users,1746,1265,3681,6923,6502,3292,1487,728,399,463
Haunt,2019,6.3,IMDb Users,1216,1096,3185,7081,7127,3417,1412,683,352,440
Session 9,2001,6.4,IMDb Users,4540,4416,9163,13232,11415,6286,3493,1982,1192,1585
The Cell,2000,6.4,IMDb Users,6047,6191,15519,24680,21754,12274,6022,3279,2040,2588
The Mothman Prophecies,2002,6.4,IMDb Users,4289,4537,12019,21966,18992,9226,3964,1736,1010,1216
Mindhunters,2004,6.4,IMDb Users,3556,3136,8967,16297,14039,6891,3348,1676,909,1005
13 Sins,2014,6.3,IMDb Users,1692,1403,4355,9991,9997,4677,1783,785,387,477
Underworld: Awakening,2012,6.3,IMDb Users,14685,8074,19218,37858,36372,18271,8037,4010,2105,2499
The Craft,1996,6.4,IMDb Users,8389,5027,12137,20748,20848,11160,4993,2371,1088,1244
The Hills Have Eyes,2006,6.4,IMDb Users,11721,9053,23791,43055,37068,18735,8921,5208,3128,5182
Night Watch,2004,6.4,IMDb Users,4783,4191,9044,12761,9811,5315,2730,1756,1109,1905
Them,2006,6.4,IMDb Users,1710,1719,4606,8286,6816,3263,1533,888,511,743
The House of the Devil,2009,6.4,IMDb Users,2701,2865,7089,10789,8591,4834,2740,1501,1044,1478
Daybreakers,2009,6.4,IMDb Users,5673,5268,17266,38717,33425,14648,5822,2601,1327,1561
The Collector,2009,6.4,IMDb Users,4986,3720,9363,16179,13807,6833,3264,1927,1297,1508
Freaky,2020,6.4,IMDb Users,2381,1812,6299,13861,12956,5751,2194,1131,618,1123
Fright Night,2011,6.4,IMDb Users,6044,4550,13997,29219,26089,12327,5269,2544,1487,2139
Under the Skin,2013,6.4,IMDb Users,9760,12682,23524,27133,21944,14544,8827,6203,4808,8002
John Dies at the End,2012,6.4,IMDb Users,2818,2563,6159,9290,7464,4120,2155,1217,783,1016
The Voices,2014,6.4,IMDb Users,2801,2840,8581,15502,13117,6578,3004,1591,956,1410
Black Death,2010,6.4,IMDb Users,2076,2023,6486,13621,12369,5611,2324,1074,631,737
The Woman in Black,2012,6.4,IMDb Users,11279,10240,26663,48643,42845,21075,9204,4270,2353,2957
Alien: Covenant,2017,6.4,IMDb Users,12571,12397,39432,77088,63328,30318,14253,7851,4679,7088
Creep,2014,6.4,IMDb Users,2168,2589,7656,13979,11382,5388,2527,1467,1028,1397
The Purge: Anarchy,2014,6.4,IMDb Users,8279,6854,20925,44255,37531,16171,6571,3025,1567,2272
Tale of Tales,2015,6.4,IMDb Users,1472,1662,4607,7174,5649,3111,1538,911,619,1007
The Babysitter,2017,6.4,IMDb Users,4633,3743,11847,23717,20629,9856,4515,2531,1478,2022
A Cure for Wellness,2016,6.4,IMDb Users,4056,4532,13791,26129,22376,11198,5220,2446,1374,1807
Incident in a Ghostland,2018,6.4,IMDb Users,2052,1882,4942,7171,5639,2901,1486,747,541,839
Escape Room,2019,6.4,IMDb Users,5384,4775,14890,32659,29739,13058,4966,2267,1202,1338
Revenge,2017,6.4,IMDb Users,1831,2025,6631,10713,8670,4604,2322,1415,989,1747
Ghost Stories,2017,6.4,IMDb Users,1184,1422,5079,9928,8417,4002,1669,807,496,549
Dead End,2003,6.5,IMDb Users,2486,1932,4820,7474,5234,2591,1352,786,527,764
Silent Hill,2006,6.5,IMDb Users,22877,17024,39697,55044,41232,21073,10777,6058,3730,5457
The Skeleton Key,2005,6.5,IMDb Users,6691,6599,17871,32509,25751,12044,4929,2187,1110,1330
Psycho II,1983,6.5,IMDb Users,2159,1398,3942,7125,6123,2952,1323,601,373,378
Kill List,2011,6.4,IMDb Users,1787,2789,6846,9483,7644,4352,2395,1466,1030,1540
Halloween II,1981,6.5,IMDb Users,7832,5127,12140,22957,20582,9297,3746,1738,890,1165
The Blair Witch Project,1999,6.5,IMDb Users,22286,21403,42278,52992,39366,22936,13471,9571,7719,15531
The Last House on the Left,2009,6.5,IMDb Users,6254,5115,14315,26236,20154,9037,3826,1959,1191,1905
Severance,2006,6.5,IMDb Users,2190,2270,6271,11053,8406,3964,1737,955,550,737
Tideland,2005,6.5,IMDb Users,3350,3138,5716,7032,5265,3179,1878,1241,885,1214
The Crazies,2010,6.5,IMDb Users,6013,5729,17982,35915,28628,12771,5033,2288,1136,1361
Day Watch,2006,6.5,IMDb Users,3469,2686,5596,8101,6080,3322,1710,1087,716,1308
[Rec]²,2009,6.5,IMDb Users,4326,4241,10944,20491,16642,7558,3347,1656,1005,1282
Drag Me to Hell,2009,6.5,IMDb Users,14754,14973,35229,48967,34743,19191,10484,6513,4428,7002
Host,2020,6.5,IMDb Users,1395,1479,4552,7346,5201,2417,1112,639,476,757
Resident Evil: Degeneration,2008,6.5,IMDb Users,3064,1707,4433,8289,6672,3205,1466,756,448,652
Evil Dead,2013,6.5,IMDb Users,15485,12232,27023,39663,31191,17030,8840,5011,3218,5149
Unsane,2018,6.4,IMDb Users,1374,1632,6228,13535,11526,5069,2220,1105,686,1094
Oculus,2013,6.5,IMDb Users,7050,7256,20356,35417,27666,13288,5940,2934,1687,2334
Byzantium,2012,6.5,IMDb Users,2389,2490,7204,12431,9825,4479,1880,944,526,713
Stake Land,2010,6.5,IMDb Users,2246,2310,6868,12310,9359,4408,2054,987,547,819
Sightseers,2012,6.5,IMDb Users,942,1635,5076,8376,6170,2760,1297,680,452,683
Slither,2006,6.5,IMDb Users,5391,4614,12929,22170,16819,8288,3861,2215,1354,1911
Gerald's Game,2017,6.5,IMDb Users,3918,5263,17109,31036,23006,10474,4565,2409,1481,1962
The Awakening,2011,6.5,IMDb Users,2951,3247,10625,20240,16731,6981,2595,1054,474,645
Crimson Peak,2015,6.5,IMDb Users,7671,7616,21914,41590,34445,15405,6281,2940,1545,1883
Possessor,2020,6.5,IMDb Users,1164,1899,5435,7958,6102,3275,1565,832,589,951
Annabelle: Creation,2017,6.5,IMDb Users,8692,6743,19693,36567,29213,13104,5308,2685,1500,2028
The Hunt,2020,6.5,IMDb Users,5270,5336,15461,27172,20821,9612,3912,2195,1319,2781
The Night House,2020,6.5,IMDb Users,1290,1257,4185,8192,6600,2982,1221,612,353,634
His House,2020,6.5,IMDb Users,1530,1801,5943,10340,8691,4042,1699,908,457,806
Better Watch Out,2016,6.5,IMDb Users,1789,1788,5441,10879,8222,3357,1461,801,570,1108
The Howling,1981,6.6,IMDb Users,2431,1981,5542,9573,7799,3637,1551,678,358,474
A Nightmare on Elm Street 3: Dream Warriors,1987,6.6,IMDb Users,7929,4777,12197,20632,17438,8277,3149,1567,727,862
The Blob,1988,6.6,IMDb Users,2567,1929,5734,9517,8369,4089,1670,804,487,538
Child's Play,1988,6.6,IMDb Users,8697,5084,14864,27762,22605,9708,3904,1916,1037,1253
Flatliners,1990,6.6,IMDb Users,3603,4015,13083,26830,21667,8923,3352,1465,758,751
Pet Sematary,1989,6.6,IMDb Users,7136,5822,15485,28265,22886,10743,4867,2209,1219,1303
Death Becomes Her,1992,6.6,IMDb Users,9523,6654,16981,29563,26387,12724,5852,2901,1436,1239
The Endless,2017,6.5,IMDb Users,1584,2218,6889,11603,8460,4239,1928,971,583,821
What Lies Beneath,2000,6.6,IMDb Users,6581,7032,20270,37658,28883,12485,5039,2359,1133,1288
It Chapter Two,2019,6.5,IMDb Users,15359,14174,37341,64272,52740,26484,12425,6530,3785,5274
The Witches of Eastwick,1987,6.6,IMDb Users,3804,3407,10083,20068,16974,7348,2848,1229,681,727
Time Lapse,2014,6.5,IMDb Users,2113,2401,7038,13548,10529,4608,1910,930,470,726
Saw II,2005,6.6,IMDb Users,21759,15981,38375,69255,51914,23000,10254,5406,3218,5270
Mandy,2018,6.6,IMDb Users,6260,6812,14244,15729,10652,6251,3827,2711,2187,3739
Life,2017,6.6,IMDb Users,8975,10972,36656,70780,50440,21986,9140,4474,2649,3793
From Beyond,1986,6.7,IMDb Users,1856,1687,4572,7284,5107,2397,948,530,277,355
Happy Death Day,2017,6.6,IMDb Users,7414,6401,20503,42641,31643,12113,4853,2378,1351,1636
30 Days of Night,2007,6.6,IMDb Users,11673,11028,29137,49345,36763,17174,7880,4062,2263,2770
Return to Oz,1985,6.7,IMDb Users,3598,2149,4661,6197,4659,2289,1209,604,393,596
